Date,Platform,Post_ID,Post Type,Likes,Comments,Shares,Impressions,Followers,Audience Age,Audience Gender,Audience Location,Sentiment,Reach,Engagement Rate
8/31/2023,Twitter,Post_80,Carousel,633,52,237,20577,26868,24,Other,French Southern Territories,Negative,1231,95.13
5/24/2023,Twitter,Post_47,Carousel,386,76,90,10231,35147,31,Female,San Marino,Negative,4717,14.82
5/7/2023,Twitter,Post_41,Image,362,98,38,9133,40504,51,Male,Cambodia,Negative,3434,17.44
12/1/2023,Facebook,Post_76,Video,638,152,7,50007,59823,20,Male,Colombia,Negative,2718,40.54
9/25/2023,Instagram,Post_68,Image,922,186,6,38275,173708,39,Other,Greenland,Negative,2471,33.95
10/4/2023,Facebook,Post_16,Text,526,179,2,20436,65268,22,Male,Lesotho,Neutral,2393,38.32
1/16/2023,Twitter,Post_67,Text,660,261,263,70239,26150,65,Other,Qatar,Neutral,3446,21.94
6/17/2023,Facebook,Post_43,Image,643,150,427,46278,36102,39,Male,Christmas Island,Neutral,1216,77.8
11/1/2023,Facebook,Post_8,Image,516,228,220,58808,95268,45,Female,Guatemala,Neutral,3873,36.1
9/21/2023,Instagram,Post_54,Video,617,144,142,26306,143365,30,Female,Gibraltar,Neutral,1153,90.63
1/1/2023,Instagram,Post_90,Carousel,75,106,431,50972,38467,50,Male,India,Neutral,3926,17.55
10/3/2023,Twitter,Post_97,Carousel,583,155,389,5009,45366,50,Female,Belarus,Neutral,2197,33.5
10/22/2023,Facebook,Post_100,Video,760,124,246,14922,35313,60,Other,Czech Republic,Neutral,1076,48.88
7/17/2023,Twitter,Post_29,Carousel,830,262,478,51687,31353,64,Female,Korea,Neutral,4938,9.4
10/5/2023,Instagram,Post_11,Carousel,437,11,53,38761,65098,34,Male,Nicaragua,Neutral,3826,26.92
6/21/2023,Instagram,Post_23,Text,122,37,484,40466,54838,47,Other,Seychelles,Positive,4305,27.62
4/7/2023,Facebook,Post_44,Carousel,370,14,91,74553,66933,61,Other,Liechtenstein,Positive,3782,33.5
12/6/2023,Twitter,Post_21,Text,646,258,135,98197,30554,54,Other,Saint Vincent and the Grenadines,Positive,1282,94.46
6/19/2023,Twitter,Post_12,Carousel,28,32,15,1394,32463,29,Male,Nepal,Negative,913,132.31
5/20/2023,Twitter,Post_8,Text,319,266,49,36180,25696,61,Other,Greece,Negative,627,163.8
9/2/2023,Instagram,Post_46,Image,794,121,478,59349,104306,18,Other,Cambodia,Negative,4797,12.84
4/2/2023,Twitter,Post_29,Image,250,9,141,53203,7855,51,Male,North Macedonia,Positive,1820,42.03
8/23/2023,Twitter,Post_99,Text,6,60,210,75957,9188,35,Female,Kenya,Negative,1565,53.99
4/23/2023,Facebook,Post_73,Video,976,227,300,1146,10171,42,Female,Iceland,Negative,1994,29.39
2/18/2023,Twitter,Post_71,Text,146,61,126,34452,25759,39,Other,Serbia,Neutral,1380,85
7/16/2023,Twitter,Post_52,Image,265,73,497,30895,17572,32,Female,Malawi,Neutral,3580,33.97
6/16/2023,Facebook,Post_58,Carousel,65,96,387,32363,85768,55,Male,Cocos (Keeling) Islands,Negative,1854,25.35
11/17/2023,Facebook,Post_25,Carousel,525,153,458,24258,27878,33,Male,Saint Helena,Negative,4656,12.61
1/25/2023,Facebook,Post_58,Image,469,210,170,32133,83016,45,Female,Greenland,Negative,4436,18.06
4/20/2023,Instagram,Post_81,Image,597,188,337,95095,179626,34,Other,Saint Barthelemy,Negative,3816,24.53
10/12/2023,Twitter,Post_64,Text,828,203,211,92527,21280,42,Male,Chad,Negative,2181,39.16
4/20/2023,Instagram,Post_48,Video,739,268,347,71786,80069,19,Female,Lithuania,Neutral,4958,21.16
7/1/2023,Instagram,Post_15,Text,388,155,263,24042,103299,61,Female,Timor-Leste,Neutral,1987,25.77
12/8/2023,Facebook,Post_54,Image,929,170,409,67202,37894,54,Male,Bhutan,Positive,2117,64.24
4/18/2023,Instagram,Post_89,Image,120,270,297,52977,101960,31,Male,Somalia,Positive,3841,28.74
2/15/2023,Instagram,Post_67,Video,765,297,255,42486,99585,49,Male,Indonesia,Negative,4254,22.31
6/12/2023,Facebook,Post_92,Text,21,246,266,80062,31538,21,Male,Tunisia,Negative,1339,71.02
1/1/2023,Instagram,Post_47,Text,168,196,221,65710,126716,28,Other,Nicaragua,Neutral,2946,27.12
6/8/2023,Instagram,Post_51,Text,36,73,11,64587,170922,65,Male,Sao Tome and Principe,Negative,2349,47.89
11/17/2023,Facebook,Post_86,Carousel,54,25,305,61692,80333,23,Female,Cuba,Negative,3872,15.88
1/19/2023,Twitter,Post_29,Video,738,151,377,11182,20247,30,Other,Uzbekistan,Negative,576,209.72
2/19/2023,Twitter,Post_14,Image,338,64,181,30511,49751,54,Other,Zambia,Negative,1121,115.08
6/19/2023,Twitter,Post_95,Video,535,117,250,27355,16190,61,Male,Oman,Negative,4651,7.83
10/8/2023,Twitter,Post_19,Text,390,195,375,34067,47916,27,Female,Chile,Negative,4048,13.14
8/22/2023,Instagram,Post_44,Text,533,57,105,63492,140170,52,Female,China,Negative,1293,116.16
6/19/2023,Instagram,Post_20,Text,190,265,192,84948,136842,41,Female,Kuwait,Negative,3612,19.96
3/20/2023,Twitter,Post_43,Video,8,102,244,4270,9476,56,Other,Lao People's Democratic Republic,Neutral,544,269.12
10/21/2023,Instagram,Post_49,Carousel,250,14,294,28687,59390,47,Male,Algeria,Neutral,2276,7.38
2/6/2023,Twitter,Post_91,Image,230,106,498,62106,41940,43,Female,Palau,Negative,3980,33.34
10/28/2023,Facebook,Post_41,Image,249,206,263,35153,47187,65,Female,Iraq,Negative,2402,43.46
8/10/2023,Twitter,Post_28,Video,331,6,87,12495,10210,51,Female,Zambia,Neutral,4035,14.2
12/10/2023,Facebook,Post_13,Image,247,236,325,54200,34726,62,Female,Peru,Positive,1738,17.09
1/20/2023,Twitter,Post_87,Video,385,40,90,64110,45905,20,Male,Macao,Negative,2045,34.43
12/18/2023,Twitter,Post_68,Image,98,79,233,66588,9071,42,Male,Switzerland,Negative,2057,49.73
5/24/2023,Twitter,Post_9,Video,860,283,286,38650,20161,23,Male,Palau,Neutral,1597,64.62
11/14/2023,Twitter,Post_44,Video,681,284,96,25636,33229,28,Other,Martinique,Neutral,4972,24.24
1/19/2023,Twitter,Post_2,Carousel,230,268,381,33607,23586,30,Female,Gibraltar,Neutral,4224,15.29
11/4/2023,Twitter,Post_66,Carousel,85,250,153,76237,8705,33,Male,Kuwait,Neutral,1635,65.93
11/22/2023,Instagram,Post_92,Video,181,39,127,29871,69199,43,Other,Monaco,Neutral,4398,15.85
2/2/2023,Twitter,Post_71,Video,468,169,342,51734,10843,33,Male,Liechtenstein,Neutral,4351,12.32
4/16/2023,Facebook,Post_63,Image,682,212,322,63105,62544,57,Female,Saint Martin,Neutral,1392,68.61
10/4/2023,Twitter,Post_76,Video,570,264,252,82015,9848,42,Male,Suriname,Neutral,1574,62.96
7/14/2023,Facebook,Post_19,Image,961,81,417,25734,74221,20,Other,Malaysia,Neutral,1755,55.67
10/19/2023,Twitter,Post_32,Video,760,214,421,52513,38427,26,Other,Mali,Positive,4164,29.23
2/10/2023,Facebook,Post_75,Video,247,86,232,68118,30856,63,Female,Ecuador,Positive,3665,13.7
3/21/2023,Facebook,Post_89,Carousel,581,140,80,22001,83888,33,Male,Sweden,Positive,2730,41.28
6/18/2023,Instagram,Post_62,Image,33,71,83,91562,76654,36,Other,Antigua and Barbuda,Negative,2743,43.89
2/24/2023,Twitter,Post_83,Carousel,464,180,403,14424,38165,46,Other,Monaco,Positive,1219,111.81
5/5/2023,Twitter,Post_21,Image,924,95,128,23988,34452,59,Other,Switzerland,Negative,3940,9.72
4/21/2023,Facebook,Post_36,Carousel,971,17,384,55932,63945,37,Other,Falkland Islands (Malvinas),Negative,1938,39.27
10/7/2023,Instagram,Post_69,Carousel,24,124,469,34971,22180,19,Other,Czech Republic,Neutral,4039,13.52
3/11/2023,Twitter,Post_8,Carousel,166,17,396,75349,5781,49,Female,Western Sahara,Negative,4705,19.55
12/16/2023,Twitter,Post_69,Text,328,255,252,6447,10816,56,Male,Romania,Negative,1380,89.86
3/17/2023,Instagram,Post_70,Text,788,44,88,88749,120242,37,Male,Malta,Neutral,1387,26.24
7/25/2023,Facebook,Post_40,Text,102,299,93,29704,82601,26,Female,Tokelau,Neutral,3903,10.43
10/6/2023,Instagram,Post_9,Image,550,127,417,7895,103296,26,Male,Lao People's Democratic Republic,Neutral,2056,18.48
4/19/2023,Facebook,Post_82,Text,454,290,317,34008,95115,53,Other,Austria,Negative,1161,113.7
10/22/2023,Facebook,Post_7,Image,780,195,353,6571,95014,22,Female,Chile,Negative,1159,66.61
6/2/2023,Instagram,Post_37,Image,303,127,327,50786,160172,47,Male,Peru,Positive,3228,40.43
1/5/2023,Instagram,Post_20,Image,668,234,476,87123,120961,45,Other,North Macedonia,Positive,2877,45.32
6/17/2023,Instagram,Post_6,Video,21,160,377,83205,175112,18,Other,Saint Martin,Negative,3499,24.09
3/29/2023,Instagram,Post_56,Carousel,692,145,306,22702,90391,39,Male,Palestinian Territory,Positive,2074,24.3
7/9/2023,Facebook,Post_94,Text,788,130,291,40602,77018,52,Other,Gabon,Neutral,1783,33.65
11/14/2023,Instagram,Post_69,Video,131,285,200,32392,135504,23,Other,Turkmenistan,Negative,4631,6.89
7/23/2023,Facebook,Post_77,Image,467,166,376,10608,66747,45,Other,Bermuda,Negative,3326,9.98
1/9/2023,Facebook,Post_84,Text,539,64,47,63369,47813,45,Female,Netherlands Antilles,Negative,2912,37.53
5/29/2023,Facebook,Post_63,Video,534,197,474,73746,61072,30,Female,Pitcairn Islands,Negative,2352,19.81
6/14/2023,Instagram,Post_80,Text,501,248,61,68914,190109,34,Male,Benin,Negative,4212,24.41
4/5/2023,Instagram,Post_13,Video,699,218,234,65694,128197,20,Other,Netherlands,Negative,894,89.37
4/20/2023,Facebook,Post_31,Text,258,88,482,65813,86296,65,Female,Tanzania,Negative,4040,18
1/2/2023,Facebook,Post_44,Carousel,345,74,308,56412,15732,47,Male,Serbia,Negative,4090,12.15
11/9/2023,Twitter,Post_56,Video,144,198,490,73079,18069,60,Female,Pitcairn Islands,Negative,2267,54.57
2/4/2023,Instagram,Post_27,Carousel,371,290,170,35355,129612,27,Female,Andorra,Negative,4189,25.38
11/14/2023,Instagram,Post_41,Video,246,7,102,53511,136009,64,Male,Russian Federation,Negative,4868,24.1
12/25/2023,Instagram,Post_59,Video,57,97,321,88603,186510,61,Other,Tanzania,Negative,4267,23.88
10/26/2023,Twitter,Post_2,Text,398,189,192,82473,20619,34,Female,Portugal,Negative,4079,14.1
4/30/2023,Facebook,Post_4,Video,165,124,367,56558,62150,19,Female,Zambia,Negative,1478,33.22
11/22/2023,Instagram,Post_74,Text,91,297,379,8790,24278,60,Female,Cape Verde,Negative,2758,19.51
12/17/2023,Twitter,Post_94,Image,160,190,166,37008,31696,58,Other,Jamaica,Positive,4502,20.1
11/11/2023,Instagram,Post_58,Text,515,127,208,63257,100613,40,Male,Mali,Negative,3174,13.8
6/24/2023,Instagram,Post_7,Image,817,47,325,77371,79138,37,Female,Burundi,Negative,3268,30.81
2/19/2023,Instagram,Post_94,Image,538,223,478,56449,38612,39,Female,Cayman Islands,Neutral,2750,22.73
9/24/2023,Facebook,Post_73,Carousel,660,104,23,44388,66294,33,Male,Romania,Neutral,2162,34.37
2/17/2023,Twitter,Post_98,Text,506,132,371,35979,23673,31,Female,Eritrea,Negative,563,86.68
1/18/2023,Twitter,Post_48,Image,719,230,54,63261,5713,30,Other,Turkey,Negative,2190,23.97
11/16/2023,Twitter,Post_66,Video,515,133,78,89831,15467,27,Female,Faroe Islands,Negative,2784,33.62
5/16/2023,Instagram,Post_44,Text,36,172,433,85147,91459,45,Male,Saint Pierre and Miquelon,Positive,1340,67.31
11/27/2023,Facebook,Post_54,Text,495,136,461,55990,63364,24,Male,Cyprus,Positive,3062,17.24
9/21/2023,Facebook,Post_13,Carousel,767,35,293,66682,13487,54,Female,Oman,Positive,4951,9.45
11/18/2023,Facebook,Post_31,Text,407,24,271,73243,55277,31,Female,Ukraine,Negative,1782,40.07
8/21/2023,Facebook,Post_18,Carousel,140,161,225,85511,48139,45,Male,Guam,Neutral,2114,55.53
2/10/2023,Instagram,Post_51,Image,575,182,427,13993,28410,57,Female,Niue,Negative,1849,55.49
7/24/2023,Facebook,Post_86,Carousel,116,68,93,87693,73431,55,Other,Equatorial Guinea,Negative,1579,56.87
4/6/2023,Instagram,Post_34,Video,694,37,500,41182,82447,28,Other,Armenia,Negative,4574,11.76
1/16/2023,Facebook,Post_89,Text,872,80,5,11781,68492,26,Other,Japan,Negative,3128,9.94
2/25/2023,Twitter,Post_75,Image,806,268,99,57024,38744,20,Other,Jordan,Negative,3716,19.16
12/9/2023,Twitter,Post_53,Video,173,264,172,9582,44565,49,Other,Faroe Islands,Positive,3383,36.3
2/6/2023,Facebook,Post_55,Video,826,242,307,10016,30845,23,Male,Slovakia (Slovak Republic),Positive,863,90.38
3/20/2023,Twitter,Post_38,Image,855,105,324,72714,31832,28,Male,Northern Mariana Islands,Negative,3191,38.83
11/28/2023,Instagram,Post_60,Text,310,297,349,20722,59545,21,Female,France,Negative,4297,24.13
9/6/2023,Facebook,Post_70,Image,743,165,250,34566,71072,58,Other,France,Negative,4410,10.05
5/22/2023,Facebook,Post_56,Text,149,212,367,64195,89401,31,Other,Italy,Negative,4037,33.79
8/18/2023,Facebook,Post_11,Image,255,217,426,73539,48755,58,Other,Uzbekistan,Negative,4000,21.5
12/27/2023,Twitter,Post_30,Text,859,10,380,80625,17791,58,Other,Israel,Positive,701,204.14
7/3/2023,Facebook,Post_25,Image,983,292,194,4708,22081,41,Male,Mauritania,Positive,1807,33.48
10/14/2023,Twitter,Post_68,Carousel,935,47,474,24108,47298,54,Male,Svalbard & Jan Mayen Islands,Positive,2251,62.86
11/9/2023,Facebook,Post_14,Video,548,183,260,51935,85030,34,Other,Taiwan,Positive,1951,76.73
9/10/2023,Instagram,Post_27,Video,706,53,172,1840,55307,25,Other,American Samoa,Positive,4945,16.4
4/10/2023,Facebook,Post_62,Text,195,204,154,67571,79008,20,Female,Nicaragua,Positive,1979,40.93
5/11/2023,Facebook,Post_74,Text,234,9,465,7639,43897,50,Other,Micronesia,Positive,4634,2.14
4/15/2023,Facebook,Post_10,Image,843,83,424,88091,86011,50,Male,France,Positive,3928,13.87
5/3/2023,Instagram,Post_40,Video,580,188,92,24261,191185,56,Other,Burkina Faso,Positive,2050,44.88
3/24/2023,Facebook,Post_72,Video,663,219,436,22457,68341,29,Other,Sweden,Positive,1451,63.34
6/13/2023,Facebook,Post_33,Carousel,561,165,398,28833,24695,57,Female,Mongolia,Positive,3642,17.19
3/29/2023,Facebook,Post_4,Carousel,295,274,486,72581,51868,23,Other,Bahamas,Negative,2316,44.21
5/26/2023,Facebook,Post_37,Video,80,283,136,62771,75896,48,Other,Dominica,Neutral,4571,13.7
11/4/2023,Twitter,Post_5,Image,105,289,494,90055,21411,42,Other,Solomon Islands,Neutral,4135,31.75
12/11/2023,Instagram,Post_18,Text,655,228,137,47077,166492,58,Other,Thailand,Neutral,975,97.13
1/21/2023,Twitter,Post_43,Carousel,914,274,233,13650,27576,46,Other,Libyan Arab Jamahiriya,Positive,1424,30.97
7/6/2023,Instagram,Post_98,Carousel,860,205,109,48794,57180,32,Other,Bouvet Island (Bouvetoya),Negative,2620,51.37
5/26/2023,Instagram,Post_38,Video,828,294,347,79120,187151,64,Female,Guinea,Negative,2709,35.14
11/28/2023,Facebook,Post_30,Carousel,267,245,129,10141,98483,43,Female,Romania,Positive,2608,39.95
11/24/2023,Instagram,Post_60,Video,998,163,215,27316,108973,47,Male,Bermuda,Positive,4752,9.05
1/3/2023,Twitter,Post_12,Text,897,117,269,76031,37226,34,Other,Bermuda,Positive,4883,9.38
1/28/2023,Instagram,Post_73,Image,797,107,275,77632,143979,45,Female,Gambia,Positive,4443,27.05
10/13/2023,Facebook,Post_88,Carousel,982,101,276,49136,24140,39,Male,Madagascar,Negative,4753,20.03
8/1/2023,Instagram,Post_57,Text,804,136,315,91520,108073,59,Other,Guatemala,Negative,3415,35.4
8/5/2023,Facebook,Post_17,Video,454,243,299,7080,68603,24,Male,Netherlands,Neutral,2133,41.49
7/5/2023,Facebook,Post_93,Text,28,201,165,37473,30397,49,Male,Saudi Arabia,Negative,525,189.9
12/18/2023,Twitter,Post_3,Carousel,276,28,295,3354,45537,52,Male,Honduras,Negative,3458,23.42
9/6/2023,Twitter,Post_47,Video,900,285,472,24032,21953,22,Female,Palau,Negative,1963,50.13
12/20/2023,Instagram,Post_6,Carousel,56,257,325,57907,101960,64,Male,Hungary,Neutral,4484,28.12
11/30/2023,Instagram,Post_25,Image,144,69,98,59325,151544,45,Male,French Polynesia,Neutral,3784,24.55
4/8/2023,Facebook,Post_8,Image,635,163,390,95823,78453,21,Male,Paraguay,Neutral,3799,11.53
1/17/2023,Instagram,Post_30,Carousel,510,188,272,36190,143531,60,Male,Saint Lucia,Neutral,4700,4.13
4/4/2023,Instagram,Post_6,Video,465,147,345,59767,89100,39,Male,Kyrgyz Republic,Neutral,2582,42.22
1/23/2023,Twitter,Post_10,Carousel,952,155,345,57867,14409,30,Female,United Arab Emirates,Neutral,1929,21.31
2/18/2023,Instagram,Post_88,Image,520,170,4,20427,57641,23,Male,Saint Helena,Positive,3980,16.33
2/28/2023,Twitter,Post_76,Image,705,56,317,83447,45932,26,Male,New Caledonia,Positive,3291,48.74
9/14/2023,Twitter,Post_89,Video,315,184,416,94920,46180,57,Other,Uruguay,Positive,4611,9.46
7/2/2023,Instagram,Post_79,Image,670,96,429,98874,190069,57,Female,Malaysia,Positive,3264,22.76
1/5/2023,Facebook,Post_26,Image,641,263,41,58031,58654,22,Male,Djibouti,Positive,2525,33.11
2/9/2023,Facebook,Post_80,Carousel,177,34,120,93357,85280,31,Male,Uganda,Neutral,1273,118.3
3/4/2023,Instagram,Post_38,Carousel,480,252,245,60997,92236,33,Other,Iran,Negative,3393,25.7
5/6/2023,Facebook,Post_14,Text,130,248,70,94874,15607,46,Male,Rwanda,Negative,3003,23.04
12/31/2023,Instagram,Post_37,Video,443,106,459,56641,108753,20,Male,Bosnia and Herzegovina,Negative,3961,23.13
6/2/2023,Instagram,Post_27,Text,235,157,34,81109,96661,42,Male,Bouvet Island (Bouvetoya),Negative,4671,13.12
7/7/2023,Twitter,Post_19,Video,27,157,302,90315,42302,62,Other,Myanmar,Negative,3443,24.28
3/5/2023,Instagram,Post_58,Image,642,104,456,33708,69401,28,Male,Guam,Negative,4402,12.84
2/19/2023,Instagram,Post_99,Carousel,349,202,323,68492,59927,50,Male,Cameroon,Neutral,957,56.95
11/24/2023,Instagram,Post_99,Text,261,127,291,66664,144763,41,Male,Mauritania,Neutral,4339,11.06
2/19/2023,Twitter,Post_22,Video,448,279,44,53444,11177,40,Other,Zambia,Neutral,3430,17.76
3/25/2023,Twitter,Post_88,Text,356,186,452,93767,23565,24,Other,Costa Rica,Neutral,3914,19.49
2/3/2023,Twitter,Post_98,Carousel,927,40,292,66949,41081,62,Female,Swaziland,Neutral,4192,32.73
8/15/2023,Instagram,Post_77,Text,350,180,107,73492,39047,57,Male,Kiribati,Positive,2827,22.89
2/12/2023,Twitter,Post_13,Image,134,151,244,84134,7838,56,Other,Afghanistan,Negative,1628,73.77
3/17/2023,Twitter,Post_29,Carousel,219,272,340,95241,31652,43,Male,Slovenia,Negative,4375,6.26
12/6/2023,Instagram,Post_61,Image,569,210,104,1142,102305,30,Female,Venezuela,Negative,1307,26.78
3/21/2023,Facebook,Post_5,Carousel,277,146,303,47882,62264,21,Other,San Marino,Neutral,1888,75.69
6/19/2023,Instagram,Post_12,Video,969,233,443,77810,172475,60,Other,Hong Kong,Neutral,2009,33.3
1/1/2023,Facebook,Post_91,Video,738,243,6,16359,50117,37,Male,Cayman Islands,Positive,573,45.2
6/22/2023,Twitter,Post_9,Video,346,90,88,55802,33904,62,Female,Saint Martin,Positive,1937,30.72
2/20/2023,Instagram,Post_33,Image,912,124,57,74471,116018,22,Other,British Indian Ocean Territory (Chagos Archipelago),Positive,2959,42.75
5/16/2023,Twitter,Post_22,Text,752,206,449,40328,27255,52,Male,Korea,Neutral,4598,17.55
3/21/2023,Instagram,Post_93,Video,388,154,442,78825,146214,37,Female,Philippines,Neutral,3701,33.61
8/10/2023,Facebook,Post_25,Video,737,259,476,53952,93468,49,Female,Guinea-Bissau,Negative,2426,41.43
11/16/2023,Facebook,Post_35,Image,574,174,347,58079,32510,30,Male,Madagascar,Negative,1603,64.19
1/28/2023,Instagram,Post_72,Video,218,4,267,95354,103277,27,Other,Sweden,Negative,4071,26.46
2/10/2023,Twitter,Post_69,Carousel,209,178,433,71001,28017,54,Male,Saint Helena,Neutral,2485,28.57
4/7/2023,Twitter,Post_62,Text,329,254,475,54903,20240,30,Male,Isle of Man,Positive,2383,43.26
9/8/2023,Twitter,Post_91,Video,353,5,23,28669,11265,63,Female,Kuwait,Negative,4589,6.8
12/22/2023,Twitter,Post_71,Video,184,126,251,27457,10262,28,Male,Lesotho,Negative,757,133.03
2/5/2023,Twitter,Post_47,Text,807,195,298,41194,42600,49,Male,Latvia,Negative,3072,24.38
7/17/2023,Instagram,Post_23,Video,285,174,389,83838,169303,35,Female,Paraguay,Negative,2209,45.77
8/19/2023,Facebook,Post_99,Text,123,209,469,51822,32536,26,Male,Belarus,Negative,2004,16.82
12/17/2023,Twitter,Post_10,Image,437,174,147,73470,21007,40,Other,Saint Barthelemy,Negative,3629,23.73
6/1/2023,Facebook,Post_15,Image,10,44,228,19379,92647,50,Other,Norway,Negative,4666,21.69
8/10/2023,Instagram,Post_6,Carousel,762,181,283,34563,111145,21,Other,Chad,Negative,3579,6.31
7/18/2023,Instagram,Post_5,Carousel,270,280,105,66365,167117,36,Other,Western Sahara,Neutral,4929,14.63
10/22/2023,Twitter,Post_69,Text,762,146,75,61269,31667,24,Female,Micronesia,Positive,635,34.65
3/15/2023,Twitter,Post_9,Video,605,259,29,39657,19578,51,Female,Gibraltar,Positive,4337,15.24
12/29/2023,Instagram,Post_44,Carousel,185,188,260,27519,114432,58,Other,Antigua and Barbuda,Positive,3634,27.33
9/22/2023,Instagram,Post_31,Video,186,141,206,85711,158634,38,Other,French Guiana,Positive,1872,41.56
9/23/2023,Instagram,Post_61,Video,422,236,418,36462,94049,23,Female,Malaysia,Negative,1035,121.93
12/13/2023,Facebook,Post_88,Video,381,195,325,94430,83744,28,Other,Togo,Negative,4183,7.63
4/15/2023,Twitter,Post_81,Carousel,622,64,475,92356,36119,45,Male,Eritrea,Negative,4134,32.75
12/11/2023,Instagram,Post_41,Video,311,162,445,92882,175949,58,Other,Zimbabwe,Negative,3888,24.18
1/4/2023,Facebook,Post_38,Text,828,159,112,11973,39804,60,Other,Burundi,Positive,1286,47.05
12/31/2023,Instagram,Post_100,Carousel,570,85,449,93245,120073,33,Male,Sweden,Positive,989,32.46
12/24/2023,Instagram,Post_57,Image,662,54,137,34610,171849,46,Male,Panama,Positive,915,166.01
8/16/2023,Twitter,Post_32,Image,718,137,387,29480,29120,24,Female,Switzerland,Negative,1870,62.46
5/5/2023,Instagram,Post_68,Image,903,212,82,91141,186561,59,Other,Portugal,Negative,4321,23.54
8/10/2023,Twitter,Post_95,Text,160,128,220,56507,37841,37,Female,Sao Tome and Principe,Negative,4363,15.56
10/24/2023,Instagram,Post_77,Image,288,39,401,14732,197550,20,Male,Isle of Man,Positive,1207,103.07
10/15/2023,Twitter,Post_96,Image,795,158,446,14890,40504,47,Other,Antarctica (the territory South of 60 deg S),Negative,4469,23.97
10/21/2023,Facebook,Post_9,Image,617,234,32,89522,16460,30,Male,Equatorial Guinea,Negative,1242,88.16
4/5/2023,Twitter,Post_6,Video,52,194,30,54961,41457,43,Female,Belgium,Negative,3061,16.66
7/30/2023,Instagram,Post_94,Image,386,2,488,71173,35028,21,Female,Central African Republic,Negative,3629,37.78
5/10/2023,Facebook,Post_23,Text,868,172,8,18579,17618,20,Female,Bolivia,Negative,2450,12.33
4/3/2023,Twitter,Post_65,Text,568,68,75,70205,28017,54,Other,Mauritania,Negative,4435,14.36
10/7/2023,Facebook,Post_91,Video,675,198,359,16356,47268,58,Male,Bulgaria,Negative,2720,15.88
7/5/2023,Instagram,Post_37,Image,338,31,243,46094,155492,36,Other,Croatia,Negative,3069,23.82
1/2/2023,Instagram,Post_51,Text,198,188,105,43451,197490,26,Female,Montenegro,Negative,4709,2.17
12/11/2023,Twitter,Post_37,Video,63,218,225,91649,45121,26,Male,Antigua and Barbuda,Negative,1104,42.75
10/24/2023,Facebook,Post_99,Image,373,80,258,72516,45877,40,Female,United States Virgin Islands,Negative,2856,24.72
4/3/2023,Facebook,Post_96,Text,923,137,217,55845,36165,29,Male,Namibia,Negative,825,55.39
6/29/2023,Twitter,Post_44,Image,482,119,297,23060,14285,49,Male,Mali,Negative,3616,26.91
12/6/2023,Instagram,Post_12,Carousel,865,92,309,51669,58745,53,Male,Heard Island and McDonald Islands,Negative,982,84.52
9/3/2023,Instagram,Post_25,Text,792,32,463,16870,88272,39,Other,Faroe Islands,Negative,851,167.45
4/19/2023,Instagram,Post_52,Text,767,260,427,2613,185827,64,Other,Luxembourg,Neutral,1223,91.33
7/31/2023,Twitter,Post_75,Carousel,135,32,76,15245,5909,50,Other,Christmas Island,Positive,4158,28.98
10/26/2023,Facebook,Post_96,Image,233,156,324,64720,47063,25,Other,Netherlands Antilles,Positive,1622,38.59
3/29/2023,Facebook,Post_19,Image,451,223,173,32719,82142,48,Other,Turks and Caicos Islands,Positive,4354,7.76
3/18/2023,Twitter,Post_8,Text,829,258,35,31388,39770,42,Male,Chile,Positive,2221,65.47
1/7/2023,Twitter,Post_19,Text,701,247,63,37970,9176,29,Male,Kuwait,Negative,4016,16.63
8/30/2023,Facebook,Post_89,Carousel,706,36,385,67793,57036,55,Female,Honduras,Neutral,2430,21.23
4/20/2023,Twitter,Post_9,Image,259,7,338,50801,33694,32,Male,Albania,Neutral,3736,29.87
12/26/2023,Facebook,Post_100,Image,904,11,90,1230,75790,58,Other,Morocco,Neutral,2830,45.09
7/19/2023,Twitter,Post_99,Video,224,244,101,6063,49311,31,Male,El Salvador,Negative,4138,24.43
1/7/2023,Facebook,Post_43,Carousel,416,79,178,97212,44765,22,Male,Israel,Negative,3619,16.5
2/24/2023,Facebook,Post_77,Video,390,275,412,90934,21614,44,Other,French Polynesia,Negative,3961,19.26
5/10/2023,Instagram,Post_48,Carousel,591,147,424,84922,148311,45,Other,Comoros,Neutral,2659,49.91
8/2/2023,Instagram,Post_51,Carousel,455,113,393,84291,101648,57,Male,Guyana,Neutral,3206,41.58
2/24/2023,Instagram,Post_20,Text,797,262,132,72608,174119,30,Male,Bangladesh,Neutral,4072,29.84
6/19/2023,Twitter,Post_66,Image,761,0,443,7645,43184,25,Female,Palau,Neutral,4432,14.26
11/12/2023,Instagram,Post_52,Image,694,197,187,45317,183245,58,Male,Zimbabwe,Neutral,1674,61.29
6/28/2023,Twitter,Post_99,Carousel,959,182,219,27746,15906,35,Female,Australia,Negative,1536,66.86
2/3/2023,Facebook,Post_55,Text,639,239,190,59145,84729,50,Female,Egypt,Negative,3221,43.93
12/15/2023,Instagram,Post_81,Video,575,233,340,46394,139448,20,Female,Tanzania,Negative,2489,19.93
10/25/2023,Instagram,Post_40,Image,33,104,384,91979,61800,53,Female,Taiwan,Positive,929,106.24
3/2/2023,Twitter,Post_59,Text,726,115,387,81778,5647,23,Female,Cyprus,Positive,4711,11.82
10/15/2023,Instagram,Post_12,Video,190,200,305,25695,182636,42,Other,Kiribati,Positive,573,138.39
